"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Produto das lavouras temporárias e permanentes"
"Cód.";"Unidade da Federação e Município";"Ano";"Variável";"Banana (cacho)";"Batata-doce";"Maçã";"Mandioca";"Melão"
"2410801";"Riacho de Santana (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2410801";"Riacho de Santana (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2410900";"Riachuelo (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"2";"-";"2";"-"
"2410900";"Riachuelo (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,11";"0,21";"-";"0,21";"-"
"2410900";"Riachuelo (RN)";"2020";"Área colhida (Hectares)";"1";"2";"-";"2";"-"
"2410900";"Riachuelo (RN)";"2020";"Área colhida - percentual do total geral";"0,11";"0,21";"-";"0,21";"-"
"2410900";"Riachuelo (RN)";"2020";"Quantidade produzida (Toneladas)";"18";"12";"-";"14";"-"
"2410900";"Riachuelo (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"7000";"-"
"2410900";"Riachuelo (RN)";"2020";"Valor da produção (Mil Reais)";"23";"18";"-";"7";"-"
"2410900";"Riachuelo (RN)";"2020";"Valor da produção - percentual do total geral";"1,98";"1,55";"-";"0,60";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2411056";"Tibau (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"2500"
"2411056";"Tibau (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"83,89"
"2411056";"Tibau (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"2500"
"2411056";"Tibau (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"83,89"
"2411056";"Tibau (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"72500"
"2411056";"Tibau (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"29000"
"2411056";"Tibau (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"65250"
"2411056";"Tibau (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"98,01"
"2411106";"Ruy Barbosa (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"1";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,16";"0,16";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Área colhida (Hectares)";"1";"1";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Área colhida - percentual do total geral";"0,16";"0,16";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Quantidade produzida (Toneladas)";"18";"6";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Valor da produção (Mil Reais)";"22";"20";"-";"-";"-"
"2411106";"Ruy Barbosa (RN)";"2020";"Valor da produção - percentual do total geral";"2,60";"2,36";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"1";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"0,04";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Área colhida (Hectares)";"-";"1";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Área colhida - percentual do total geral";"-";"0,04";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"20";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"20000";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Valor da produção (Mil Reais)";"-";"40";"-";"-";"-"
"2411205";"Santa Cruz (RN)";"2020";"Valor da produção - percentual do total geral";"-";"1,84";"-";"-";"-"
"2411403";"Santana do Matos (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"220";"-"
"2411403";"Santana do Matos (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"7,25";"-"
"2411403";"Santana do Matos (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"220";"-"
"2411403";"Santana do Matos (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"7,25";"-"
"2411403";"Santana do Matos (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"2200";"-"
"2411403";"Santana do Matos (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"10000";"-"
"2411403";"Santana do Matos (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"770";"-"
"2411403";"Santana do Matos (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"27,16";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2411429";"Santana do Seridó (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2411502";"Santo Antônio (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"70";"-";"3000";"-"
"2411502";"Santo Antônio (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"1,87";"-";"80,28";"-"
"2411502";"Santo Antônio (RN)";"2020";"Área colhida (Hectares)";"-";"70";"-";"3000";"-"
"2411502";"Santo Antônio (RN)";"2020";"Área colhida - percentual do total geral";"-";"1,87";"-";"80,28";"-"
"2411502";"Santo Antônio (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"700";"-";"30000";"-"
"2411502";"Santo Antônio (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"10000";"-";"10000";"-"
"2411502";"Santo Antônio (RN)";"2020";"Valor da produção (Mil Reais)";"-";"1050";"-";"17550";"-"
"2411502";"Santo Antônio (RN)";"2020";"Valor da produção - percentual do total geral";"-";"5,44";"-";"90,91";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"12";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"2,15";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Área colhida (Hectares)";"-";"12";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Área colhida - percentual do total geral";"-";"2,15";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"216";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"18000";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Valor da produção (Mil Reais)";"-";"275";"-";"-";"-"
"2411601";"São Bento do Norte (RN)";"2020";"Valor da produção - percentual do total geral";"-";"33,25";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2411700";"São Bento do Trairí (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"20";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"9,85";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Área colhida (Hectares)";"-";"20";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Área colhida - percentual do total geral";"-";"9,85";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"180";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"9000";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Valor da produção (Mil Reais)";"-";"392";"-";"-";"-"
"2411809";"São Fernando (RN)";"2020";"Valor da produção - percentual do total geral";"-";"56,16";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"1";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"0,25";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Área colhida (Hectares)";"-";"1";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Área colhida - percentual do total geral";"-";"0,30";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"10";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"10000";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Valor da produção (Mil Reais)";"-";"9";"-";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"2020";"Valor da produção - percentual do total geral";"-";"3,03";"-";"-";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"5";"50";"-";"300";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,29";"2,88";"-";"17,25";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Área colhida (Hectares)";"5";"50";"-";"300";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Área colhida - percentual do total geral";"0,29";"2,88";"-";"17,25";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Quantidade produzida (Toneladas)";"100";"415";"-";"3533";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20000";"8300";"-";"11777";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Valor da produção (Mil Reais)";"150";"934";"-";"1767";"-"
"2412005";"São Gonçalo do Amarante (RN)";"2020";"Valor da produção - percentual do total geral";"2,41";"14,98";"-";"28,34";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"5";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,82";"2,06";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Área colhida (Hectares)";"2";"5";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Área colhida - percentual do total geral";"0,97";"2,42";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Quantidade produzida (Toneladas)";"34";"45";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"17000";"9000";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Valor da produção (Mil Reais)";"106";"113";"-";"-";"-"
"2412104";"São João do Sabugi (RN)";"2020";"Valor da produção - percentual do total geral";"16,46";"17,55";"-";"-";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"40";"230";"-";"50";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,68";"3,92";"-";"0,85";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Área colhida (Hectares)";"40";"230";"-";"50";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Área colhida - percentual do total geral";"0,68";"3,92";"-";"0,85";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Quantidade produzida (Toneladas)";"833";"2370";"-";"450";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"20825";"10304";"-";"9000";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Valor da produção (Mil Reais)";"1000";"3555";"-";"248";"-"
"2412203";"São José de Mipibu (RN)";"2020";"Valor da produção - percentual do total geral";"1,72";"6,13";"-";"0,43";"-"
"2412302";"São José do Campestre (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"-";"-";"1";"-"
"2412302";"São José do Campestre (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,05";"-";"-";"0,02";"-"
"2412302";"São José do Campestre (RN)";"2020";"Área colhida (Hectares)";"2";"-";"-";"1";"-"
"2412302";"São José do Campestre (RN)";"2020";"Área colhida - percentual do total geral";"0,05";"-";"-";"0,02";"-"
"2412302";"São José do Campestre (RN)";"2020";"Quantidade produzida (Toneladas)";"36";"-";"-";"8";"-"
"2412302";"São José do Campestre (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"-";"-";"8000";"-"
"2412302";"São José do Campestre (RN)";"2020";"Valor da produção (Mil Reais)";"43";"-";"-";"4";"-"
"2412302";"São José do Campestre (RN)";"2020";"Valor da produção - percentual do total geral";"1,16";"-";"-";"0,11";"-"
"2412401";"São José do Seridó (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2412401";"São José do Seridó (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2412500";"São Miguel (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"5";"10";"-";"10";"-"
"2412500";"São Miguel (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,22";"0,45";"-";"0,45";"-"
"2412500";"São Miguel (RN)";"2020";"Área colhida (Hectares)";"5";"10";"-";"10";"-"
"2412500";"São Miguel (RN)";"2020";"Área colhida - percentual do total geral";"0,30";"0,60";"-";"0,60";"-"
"2412500";"São Miguel (RN)";"2020";"Quantidade produzida (Toneladas)";"120";"90";"-";"88";"-"
"2412500";"São Miguel (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"24000";"9000";"-";"8800";"-"
"2412500";"São Miguel (RN)";"2020";"Valor da produção (Mil Reais)";"270";"117";"-";"37";"-"
"2412500";"São Miguel (RN)";"2020";"Valor da produção - percentual do total geral";"9,40";"4,07";"-";"1,29";"-"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"80";"150";"-";"620";"25"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"3,39";"6,36";"-";"26,29";"1,06"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Área colhida (Hectares)";"80";"150";"-";"620";"25"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Área colhida - percentual do total geral";"3,39";"6,36";"-";"26,29";"1,06"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Quantidade produzida (Toneladas)";"1760";"1710";"-";"8340";"675"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"22000";"11400";"-";"13452";"27000"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Valor da produção (Mil Reais)";"2112";"2685";"-";"4499";"746"
"2412559";"São Miguel do Gostoso (RN)";"2020";"Valor da produção - percentual do total geral";"7,81";"9,93";"-";"16,63";"2,76"
"2412609";"São Paulo do Potengi (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"2";"-";"20";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,18";"0,12";"-";"1,18";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Área colhida (Hectares)";"3";"2";"-";"20";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Área colhida - percentual do total geral";"0,18";"0,12";"-";"1,18";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Quantidade produzida (Toneladas)";"54";"12";"-";"160";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"8000";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Valor da produção (Mil Reais)";"70";"18";"-";"80";"-"
"2412609";"São Paulo do Potengi (RN)";"2020";"Valor da produção - percentual do total geral";"3,01";"0,77";"-";"3,43";"-"
"2412708";"São Pedro (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"1";"1";"-";"300";"-"
"2412708";"São Pedro (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,07";"0,07";"-";"21,34";"-"
"2412708";"São Pedro (RN)";"2020";"Área colhida (Hectares)";"1";"1";"-";"300";"-"
"2412708";"São Pedro (RN)";"2020";"Área colhida - percentual do total geral";"0,07";"0,07";"-";"21,34";"-"
"2412708";"São Pedro (RN)";"2020";"Quantidade produzida (Toneladas)";"18";"6";"-";"2400";"-"
"2412708";"São Pedro (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"8000";"-"
"2412708";"São Pedro (RN)";"2020";"Valor da produção (Mil Reais)";"23";"9";"-";"1200";"-"
"2412708";"São Pedro (RN)";"2020";"Valor da produção - percentual do total geral";"0,84";"0,33";"-";"44,05";"-"
"2412807";"São Rafael (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2412807";"São Rafael (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"7";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,26";"0,61";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Área colhida (Hectares)";"3";"7";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Área colhida - percentual do total geral";"0,26";"0,61";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Quantidade produzida (Toneladas)";"54";"42";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Valor da produção (Mil Reais)";"70";"63";"-";"-";"-"
"2412906";"São Tomé (RN)";"2020";"Valor da produção - percentual do total geral";"4,29";"3,86";"-";"-";"-"
"2413003";"São Vicente (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"50";"-"
"2413003";"São Vicente (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"7,18";"-"
"2413003";"São Vicente (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"50";"-"
"2413003";"São Vicente (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"7,18";"-"
"2413003";"São Vicente (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"350";"-"
"2413003";"São Vicente (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"7000";"-"
"2413003";"São Vicente (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"158";"-"
"2413003";"São Vicente (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"18,85";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"4";"-";"700";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,10";"0,20";"-";"35,64";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Área colhida (Hectares)";"2";"4";"-";"150";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Área colhida - percentual do total geral";"0,14";"0,28";"-";"10,61";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Quantidade produzida (Toneladas)";"36";"24";"-";"1800";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"12000";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Valor da produção (Mil Reais)";"43";"36";"-";"900";"-"
"2413102";"Senador Elói de Souza (RN)";"2020";"Valor da produção - percentual do total geral";"1,80";"1,51";"-";"37,75";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"5";"-";"-";"30";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"1,76";"-";"-";"10,56";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Área colhida (Hectares)";"5";"-";"-";"30";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Área colhida - percentual do total geral";"1,76";"-";"-";"10,56";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Quantidade produzida (Toneladas)";"150";"-";"-";"270";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"30000";"-";"-";"9000";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Valor da produção (Mil Reais)";"180";"-";"-";"144";"-"
"2413201";"Senador Georgino Avelino (RN)";"2020";"Valor da produção - percentual do total geral";"13,28";"-";"-";"10,63";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"2";"2";"-";"5";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"0,22";"0,22";"-";"0,55";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Área colhida (Hectares)";"2";"2";"-";"1";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Área colhida - percentual do total geral";"0,22";"0,22";"-";"0,11";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Quantidade produzida (Toneladas)";"36";"12";"-";"9";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"6000";"-";"9000";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Valor da produção (Mil Reais)";"45";"18";"-";"5";"-"
"2413300";"Serra de São Bento (RN)";"2020";"Valor da produção - percentual do total geral";"3,20";"1,28";"-";"0,36";"-"
"2413359";"Serra do Mel (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Área colhida (Hectares)";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Área colhida - percentual do total geral";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Quantidade produzida (Toneladas)";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Valor da produção (Mil Reais)";"-";"-";"-";"-";"-"
"2413359";"Serra do Mel (RN)";"2020";"Valor da produção - percentual do total geral";"-";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Área plantada ou destinada à colheita (Hectares)";"3";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Área plantada ou destinada à colheita - percentual do total geral";"1,09";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Área colhida (Hectares)";"3";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Área colhida - percentual do total geral";"2,24";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Quantidade produzida (Toneladas)";"54";"-";"-";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"2020";"Rendimento médio da produção (Quilogramas por Hectare)";"18000";"-";"-";"-";"-"
